2287,-8425,1234
2304,-8425,1195
2321,-8425,1159
2335,-8425,1131
2343,-8425,1112
2252,-8425,1278
2260,-8425,1261
2174,-8425,1419
2187,-8425,1390
2278,-8425,1192
2316,-8425,1108
2222,-8425,1285
2170,-8425,1368
2183,-8425,1339
2220,-8425,1255
2260,-8425,1170
2276,-8425,1102
2114,-8425,1430
2170,-8425,1307
2216,-8425,1204
2111,-8425,1409
2173,-8425,1268
2220,-8425,1164
2064,-8425,1453
2110,-8425,1349
2073,-8425,1403
2118,-8425,1300
2121,-8425,1261
2014,-8425,1475
2022,-8425,1457
2076,-8425,1334
1981,-8425,1521
2070,-8425,1313
1959,-8425,1538
1972,-8425,1510
2021,-8425,1396
2025,-8425,1358
1898,-8425,1619
1922,-8425,1563
1869,-8425,1656
1894,-8425,1598
1962,-8425,1438
1975,-8425,1410
1841,-8425,1691
1905,-8425,1510
1813,-8425,1698
1848,-8425,1613
1872,-8425,1556
1792,-8425,1715
1816,-8425,1659
1769,-8425,1741
1767,-8425,1712
1720,-8425,1764
1708,-8425,1763
1713,-8425,1753
1661,-8425,1785
1661,-8425,1756
1613,-8425,1778
1612,-8425,1749
1659,-8425,1564
1568,-8425,1763
1565,-8425,1742
1609,-8425,1627
1619,-8425,1600
1622,-8425,1559
1559,-8425,1690
1569,-8425,1632
1552,-8425,1608
1515,-8425,1673
1561,-8425,1549
1510,-8425,1651
1515,-8425,1602
1551,-8425,1507
1515,-8425,1532
1514,-8425,1501
1507,-8425,1450
1471,-8425,1513
1465,-8425,1493
1472,-8425,1434
1470,-8425,1404
1477,-8425,1385
1462,-8425,1352
1422,-8425,1314
1428,-8425,1296
1417,-8425,1293
1411,-8425,1231
1419,-8425,1204
1379,-8425,1165
1387,-8425,1137
1390,-8425,1087
1352,-8425,818
1335,-8425,784
1340,-8425,766
1348,-8425,737
1335,-8425,735
1348,-8425,646
1336,-8425,592
1319,-8425,550
1301,-8425,415
1305,-8425,396
1286,-8425,413
1283,-8425,372
1274,-8425,350
-824,-8425,-509
-840,-8425,-482
-855,-8425,-484
-856,-8425,-463
-886,-8425,-429
-901,-8425,-390
-903,-8425,-369
-917,-8425,-331
-933,-8425,-262
-948,-8425,-266
-963,-8425,-166
-993,-8425,-129
-1006,-8425,-113
-1022,-8425,-84
-1050,-8425,-68
-1065,-8425,-30
-1091,-8425,67
-1105,-8425,76
-1120,-8425,133
-1161,-8425,158
-1174,-8425,177
-1187,-8425,214
-1213,-8425,271
-1215,-8425,251
-1239,-8425,338
-1265,-8425,354
-1278,-8425,372
-1304,-8425,429
-1315,-8425,488
-1339,-8425,535
-1351,-8425,564
-1364,-8425,562
-1375,-8425,611
-1413,-8425,656
-1413,-8425,657
-1447,-8425,721
-1470,-8425,768
-1471,-8425,748
-1518,-8425,802
-1529,-8425,829
-1552,-8425,857
-1566,-8425,846
-1575,-8425,894
-1610,-8425,908
-1623,-8425,907
-1625,-8425,898
-1644,-8425,954
-1652,-8425,1003
-1670,-8425,951
-1674,-8425,1031
-1678,-8425,1000
-1683,-8425,1070
-1718,-8425,965
-1720,-8425,944
-1716,-8425,1105
-1720,-8425,1065
-1722,-8425,1044
-1726,-8425,1124
-1746,-8425,1161
-1772,-8425,1148
-1777,-8425,1097
-1776,-8425,1217
-1778,-8425,1197
-1823,-8425,1221
-1865,-8425,1255
-1877,-8425,1252
-1879,-8425,1242
-1925,-8425,1246
-1944,-8425,1193
-1988,-8425,953
-1972,-8425,1169
-1985,-8425,1066
-1988,-8425,1045
-2012,-8425,859
-1976,-8425,1207
-1987,-8425,1135
-2014,-8425,939
-2019,-8425,898
-2026,-8425,846
-2020,-8425,979
-2031,-8425,896
-2073,-8425,597
-2021,-8425,1059
-2023,-8425,1039
-2088,-8425,574
-2022,-8425,1129
-2067,-8425,820
-2090,-8425,655
-2070,-8425,879
-2087,-8425,767
-2094,-8425,715
-2114,-8425,569
-2069,-8425,971
-2078,-8425,908
-2115,-8425,650
-2121,-8425,609
-2134,-8425,516
-2074,-8425,1020
-2119,-8425,710
-2119,-8425,790
-2160,-8425,512
-2162,-8425,592
-2177,-8425,489
-2120,-8425,952
-2124,-8425,921
-2165,-8425,652
-2169,-8425,621
-2167,-8425,722
-2174,-8425,751
-2214,-8425,493
-2218,-8425,472
-2213,-8425,584
-2216,-8425,643
-2217,-8425,633
-2219,-8425,703
-988,-8425,-586
-996,-8425,-557
-985,-8425,-556
-980,-8425,-535
-898,-8425,-617
-854,-8425,-652
-832,-8425,-650
1189,-8425,-597
2276,-8375,1072
2275,-8375,1042
2206,-8375,1163
2228,-8375,1116
2168,-8375,1218
2176,-8375,1168
2222,-8375,1064
2230,-8375,1015
2125,-8375,1221
2170,-8375,1118
2083,-8375,1286
2120,-8375,1200
2070,-8375,1283
2123,-8375,1161
2164,-8375,1066
2065,-8375,1263
2175,-8375,1008
2012,-8375,1355
2076,-8375,1204
2121,-8375,1100
2019,-8375,1306
2124,-8375,1060
1962,-8375,1408
2026,-8375,1258
2070,-8375,1153
1925,-8375,1464
1969,-8375,1360
2077,-8375,1104
1900,-8375,1490
1920,-8375,1443
2024,-8375,1197
1919,-8375,1413
1968,-8375,1299
2023,-8375,1166
